State,Year,Group_Name,Sub_Group_Name,Property Recovered,Property Stolen,Value of Property Recovered,Value of Property Stolen
Oklahoma,2002,Total Property,Total Property Stolen & Recovered,125,526,"17,32,173.60","3,38,81,911.80"
District of Columbia,2002,Total Property,Total Property Stolen & Recovered,8815,23652,"58,38,90,366.00","86,04,16,975.00"
Texas,2002,Total Property,Total Property Stolen & Recovered,635,1648,"1,95,53,289.60","5,71,48,932.50"
New Mexico,2002,Total Property,Total Property Stolen & Recovered,4359,16160,"16,92,96,672.00","50,10,65,067.80"
Nevada,2003,Total Property,Total Property Stolen & Recovered,41,109,"12,02,144.40","35,02,015.00"
Montana,2003,Total Property,Total Property Stolen & Recovered,15275,28318,"32,21,89,430.40","72,67,52,880.70"
Maryland,2003,Total Property,Total Property Stolen & Recovered,270,660,"2,05,81,320.00","4,84,98,146.40"
Delaware,2003,Total Property,Total Property Stolen & Recovered,2317,8753,"6,23,29,552.80","20,08,42,250.40"
Florida,2003,Total Property,Total Property Stolen & Recovered,3036,16329,"4,94,67,510.00","30,28,57,853.10"
Colorado,2003,Total Property,Total Property Stolen & Recovered,791,1341,"3,35,41,753.20","7,00,94,594.90"
South Dakota,2003,Total Property,Total Property Stolen & Recovered,2812,7303,"5,09,01,364.80","16,16,23,561.00"
California,2003,Total Property,Total Property Stolen & Recovered,59,112,"82,90,970.40","8,15,28,596.60"
Hawaii,2003,Total Property,Total Property Stolen & Recovered,33,91,"93,10,414.80","1,99,91,647.50"
New York,2003,Total Property,Total Property Stolen & Recovered,8004,17810,"9,19,50,477.60","2,13,19,79,445.20"
Idaho,2003,Total Property,Total Property Stolen & Recovered,332,720,"1,02,80,316.00","30,29,44,626.60"
Minnesota,2003,Total Property,Total Property Stolen & Recovered,8890,24996,"37,03,47,879.60","3,56,61,22,935.10"
Georgia,2003,Total Property,Total Property Stolen & Recovered,5652,8520,"40,26,55,298.40","54,02,58,731.10"
Kansas,2003,Total Property,Total Property Stolen & Recovered,414,1183,"3,17,31,865.20","7,89,77,232.40"
Indiana,2003,Total Property,Total Property Stolen & Recovered,1166,3203,"6,85,32,220.80","14,31,68,418.80"
South Carolina,2003,Total Property,Total Property Stolen & Recovered,1864,6129,"3,55,75,696.80","15,85,11,075.80"
Michigan,2003,Total Property,Total Property Stolen & Recovered,6842,19094,"26,22,50,269.20","77,00,74,266.50"
Missouri,2003,Total Property,Total Property Stolen & Recovered,3416,8367,"15,07,15,046.40","62,76,96,099.80"
Arizona,2003,Total Property,Total Property Stolen & Recovered,3,12,"1,15,980.00","1,96,515.00"
Alaska,2003,Total Property,Total Property Stolen & Recovered,12422,30555,"28,24,02,494.40","66,01,66,904.10"
Arkansas,2003,Total Property,Total Property Stolen & Recovered,20562,48550,"89,93,43,688.80","4,26,20,15,466.50"
Ohio,2003,Total Property,Total Property Stolen & Recovered,30,360,"27,88,156.80","1,89,09,513.70"
West Virginia,2003,Total Property,Total Property Stolen & Recovered,105,619,"30,45,418.80","29,53,73,601.60"
Utah,2003,Total Property,Total Property Stolen & Recovered,1375,1754,"1,41,89,274.00","2,08,48,368.20"
North Dakota,2003,Total Property,Total Property Stolen & Recovered,166,371,"48,38,744.40","1,06,33,278.70"
Louisiana,2003,Total Property,Total Property Stolen & Recovered,4699,8043,"8,76,76,924.80","20,61,84,236.50"
Pennsylvania,2003,Total Property,Total Property Stolen & Recovered,294,612,"68,23,708.80","2,24,04,327.00"
Oregon,2003,Total Property,Total Property Stolen & Recovered,3973,5785,"47,07,86,700.00","80,01,91,916.70"
Vermont,2003,Total Property,Total Property Stolen & Recovered,6982,20104,"38,35,99,593.60","67,91,84,707.30"
Guam,2003,Total Property,Total Property Stolen & Recovered,31,108,"15,24,904.80","94,37,455.50"
Wisconsin,2003,Total Property,Total Property Stolen & Recovered,19133,20470,"44,21,99,635.20","59,38,16,390.20"
Oklahoma,2003,Total Property,Total Property Stolen & Recovered,110,490,"35,59,093.20","1,59,86,100.90"
District of Columbia,2003,Total Property,Total Property Stolen & Recovered,6490,15310,"60,81,44,977.20","88,57,42,920.70"
Texas,2003,Total Property,Total Property Stolen & Recovered,685,1656,"1,97,78,462.40","5,66,91,264.30"
New Mexico,2003,Total Property,Total Property Stolen & Recovered,4427,13275,"15,84,60,636.00","61,22,11,021.40"
Nevada,2004,Total Property,Total Property Stolen & Recovered,97,149,"36,84,519.60","55,91,649.80"
Montana,2004,Total Property,Total Property Stolen & Recovered,16059,27594,"33,91,75,111.20","85,36,50,740.80"
Maryland,2004,Total Property,Total Property Stolen & Recovered,186,621,"73,64,739.60","3,07,87,621.70"
Delaware,2004,Total Property,Total Property Stolen & Recovered,2309,8989,"4,17,86,047.20","22,56,36,783.90"
Florida,2004,Total Property,Total Property Stolen & Recovered,3293,18422,"7,29,44,706.00","42,06,81,674.60"
Colorado,2004,Total Property,Total Property Stolen & Recovered,866,1509,"4,34,59,046.40","8,25,74,344.60"
South Dakota,2004,Total Property,Total Property Stolen & Recovered,3451,8966,"8,08,81,384.80","22,30,79,463.20"
California,2004,Total Property,Total Property Stolen & Recovered,51,95,"86,89,735.20","68,06,26,806.20"
Hawaii,2004,Total Property,Total Property Stolen & Recovered,22,61,"9,64,320.00","54,70,107.50"
New York,2004,Total Property,Total Property Stolen & Recovered,9785,21167,"13,86,99,056.40","2,52,37,92,651.60"
Idaho,2004,Total Property,Total Property Stolen & Recovered,318,719,"1,13,45,107.20","10,45,00,411.40"
Minnesota,2004,Total Property,Total Property Stolen & Recovered,8458,24005,"34,67,08,161.60","7,23,28,90,890.50"
Georgia,2004,Total Property,Total Property Stolen & Recovered,5583,9198,"34,37,43,439.20","50,91,67,180.50"
Kansas,2004,Total Property,Total Property Stolen & Recovered,491,1310,"2,29,47,436.80","9,56,34,055.00"
Indiana,2004,Total Property,Total Property Stolen & Recovered,1060,3078,"5,65,32,451.20","12,21,27,135.90"
South Carolina,2004,Total Property,Total Property Stolen & Recovered,1778,6518,"3,02,53,488.00","17,12,71,222.10"
Michigan,2004,Total Property,Total Property Stolen & Recovered,7248,20625,"36,40,60,465.20","89,35,59,129.10"
Missouri,2004,Total Property,Total Property Stolen & Recovered,3900,9008,"14,18,96,074.80","51,46,31,562.50"
Arizona,2004,Total Property,Total Property Stolen & Recovered,3,6,"4,092.00","8,547.00"
Alaska,2004,Total Property,Total Property Stolen & Recovered,13711,31999,"29,00,82,278.40","68,97,43,479.70"
Arkansas,2004,Total Property,Total Property Stolen & Recovered,22155,55271,"97,27,48,801.20","5,72,67,04,778.30"
Ohio,2004,Total Property,Total Property Stolen & Recovered,32,333,"65,40,939.60","4,42,35,389.00"
West Virginia,2004,Total Property,Total Property Stolen & Recovered,138,604,"1,73,49,796.80","14,03,50,271.60"
Utah,2004,Total Property,Total Property Stolen & Recovered,653,745,"10,56,240.00","14,89,939.00"
North Dakota,2004,Total Property,Total Property Stolen & Recovered,101,239,"29,89,830.00","1,31,89,490.60"
Louisiana,2004,Total Property,Total Property Stolen & Recovered,4854,8853,"10,45,23,194.40","25,13,97,892.90"
Pennsylvania,2004,Total Property,Total Property Stolen & Recovered,473,621,"95,81,191.20","1,64,64,247.80"
Oregon,2004,Total Property,Total Property Stolen & Recovered,2994,4552,"45,45,00,678.00","1,21,29,46,484.20"
Vermont,2004,Total Property,Total Property Stolen & Recovered,6932,20868,"40,68,06,172.80","69,08,77,466.40"
Guam,2004,Total Property,Total Property Stolen & Recovered,43,143,"25,04,202.00","1,59,38,496.20"
Wisconsin,2004,Total Property,Total Property Stolen & Recovered,18917,19116,"42,72,88,555.20","61,03,10,639.40"
Oklahoma,2004,Total Property,Total Property Stolen & Recovered,96,490,"79,83,282.00","1,79,60,847.30"
District of Columbia,2004,Total Property,Total Property Stolen & Recovered,8649,22514,"69,39,64,785.60","1,14,26,69,969.10"
Texas,2004,Total Property,Total Property Stolen & Recovered,671,1854,"1,92,90,801.60","6,40,54,904.10"
New Mexico,2004,Total Property,Total Property Stolen & Recovered,4951,15027,"16,12,86,028.80","64,46,39,167.70"
Nevada,2005,Total Property,Total Property Stolen & Recovered,82,146,"50,42,979.60","28,78,73,609.10"
Montana,2005,Total Property,Total Property Stolen & Recovered,18321,27929,"46,08,29,278.80","91,93,85,024.80"
Maryland,2005,Total Property,Total Property Stolen & Recovered,252,807,"1,27,80,181.20","11,37,98,622.30"
Delaware,2005,Total Property,Total Property Stolen & Recovered,2939,9001,"6,37,91,928.00","24,88,29,719.60"
Florida,2005,Total Property,Total Property Stolen & Recovered,3270,17013,"6,11,20,088.40","33,97,39,390.10"
Colorado,2005,Total Property,Total Property Stolen & Recovered,822,1527,"2,85,59,659.20","7,57,71,106.40"
South Dakota,2005,Total Property,Total Property Stolen & Recovered,3819,8631,"17,28,24,049.20","31,24,62,790.20"
California,2005,Total Property,Total Property Stolen & Recovered,67,107,"1,91,52,750.00","2,69,48,377.50"
Hawaii,2005,Total Property,Total Property Stolen & Recovered,24,85,"13,88,211.60","93,34,155.60"
New York,2005,Total Property,Total Property Stolen & Recovered,10715,20819,"11,41,95,560.40","2,26,57,70,804.00"
Idaho,2005,Total Property,Total Property Stolen & Recovered,278,726,"1,68,44,154.00","10,75,31,233.70"
Minnesota,2005,Total Property,Total Property Stolen & Recovered,8533,22646,"42,52,29,153.60","4,15,86,05,660.00"
Georgia,2005,Total Property,Total Property Stolen & Recovered,6470,11546,"90,02,66,238.00","1,06,69,64,186.20"
Kansas,2005,Total Property,Total Property Stolen & Recovered,489,1318,"3,37,70,443.20","8,51,51,427.90"
Indiana,2005,Total Property,Total Property Stolen & Recovered,999,3012,"5,16,77,998.80","12,17,24,400.60"
South Carolina,2005,Total Property,Total Property Stolen & Recovered,1923,7492,"4,30,90,818.00","21,64,18,160.20"
Michigan,2005,Total Property,Total Property Stolen & Recovered,8132,21407,"42,87,13,819.20","3,05,94,67,481.40"
Missouri,2005,Total Property,Total Property Stolen & Recovered,3603,9309,"11,42,95,726.80","73,93,08,828.50"
Arizona,2005,Total Property,Total Property Stolen & Recovered,2,8,"11,292.00","2,87,823.80"
Alaska,2005,Total Property,Total Property Stolen & Recovered,13078,29487,"33,32,50,854.00","76,45,27,820.10"
Arkansas,2005,Total Property,Total Property Stolen & Recovered,24178,59638,"1,06,26,16,450.80","7,12,01,00,249.90"
Ohio,2005,Total Property,Total Property Stolen & Recovered,35,331,"10,63,332.00","12,70,65,799.30"
West Virginia,2005,Total Property,Total Property Stolen & Recovered,157,635,"81,20,234.40","4,04,07,046.90"
Utah,2005,Total Property,Total Property Stolen & Recovered,982,1080,"1,46,87,647.20","2,06,98,299.60"
North Dakota,2005,Total Property,Total Property Stolen & Recovered,133,418,"1,20,46,086.00","2,64,33,366.30"
Louisiana,2005,Total Property,Total Property Stolen & Recovered,5639,9585,"14,51,15,602.80","33,37,33,026.00"
Pennsylvania,2005,Total Property,Total Property Stolen & Recovered,385,467,"1,76,65,360.80","2,16,20,076.50"
Oregon,2005,Total Property,Total Property Stolen & Recovered,3474,4845,"67,47,20,934.00","88,36,66,701.50"
Vermont,2005,Total Property,Total Property Stolen & Recovered,7059,16737,"49,29,47,929.20","80,97,11,890.90"
Guam,2005,Total Property,Total Property Stolen & Recovered,41,141,"15,21,072.00","58,69,465.80"
Wisconsin,2005,Total Property,Total Property Stolen & Recovered,17572,17299,"37,66,50,667.20","47,84,39,607.80"
Oklahoma,2005,Total Property,Total Property Stolen & Recovered,109,544,"59,09,514.00","2,64,65,007.80"
District of Columbia,2005,Total Property,Total Property Stolen & Recovered,8056,20097,"65,65,38,392.40","1,06,19,12,866.30"
Texas,2005,Total Property,Total Property Stolen & Recovered,731,1858,"2,42,77,071.60","7,67,96,429.60"
New Mexico,2005,Total Property,Total Property Stolen & Recovered,4524,13131,"13,12,62,196.80","54,61,73,142.90"
Nevada,2006,Total Property,Total Property Stolen & Recovered,83,162,"26,60,050.80","77,88,847.00"
Montana,2006,Total Property,Total Property Stolen & Recovered,17174,27893,"52,33,23,309.60","1,09,56,27,193.10"
Maryland,2006,Total Property,Total Property Stolen & Recovered,341,740,"1,33,38,820.80","5,16,92,570.60"
Delaware,2006,Total Property,Total Property Stolen & Recovered,3222,10696,"21,83,27,660.40","56,91,15,193.90"
Florida,2006,Total Property,Total Property Stolen & Recovered,3246,17277,"5,45,22,332.40","31,14,59,639.70"
Colorado,2006,Total Property,Total Property Stolen & Recovered,851,1401,"3,50,07,166.80","6,73,94,009.10"
South Dakota,2006,Total Property,Total Property Stolen & Recovered,3585,8235,"9,55,74,062.40","38,48,97,125.80"
California,2006,Total Property,Total Property Stolen & Recovered,58,129,"1,19,32,692.00","7,75,37,416.00"
Hawaii,2006,Total Property,Total Property Stolen & Recovered,27,122,"36,40,608.00","2,12,31,188.00"
New York,2006,Total Property,Total Property Stolen & Recovered,10048,20435,"16,22,84,023.20","2,80,34,87,052.30"
Idaho,2006,Total Property,Total Property Stolen & Recovered,245,681,"2,16,53,542.80","14,18,61,182.10"
Minnesota,2006,Total Property,Total Property Stolen & Recovered,9081,23134,"37,43,87,414.40","2,84,77,01,621.60"
Georgia,2006,Total Property,Total Property Stolen & Recovered,7849,13919,"52,83,14,288.40","87,33,37,657.50"
Kansas,2006,Total Property,Total Property Stolen & Recovered,514,1489,"4,80,62,883.60","15,51,73,044.40"
Indiana,2006,Total Property,Total Property Stolen & Recovered,1089,3001,"7,00,47,126.00","14,60,20,441.60"
South Carolina,2006,Total Property,Total Property Stolen & Recovered,1765,8181,"3,33,35,858.40","18,71,02,575.00"
Michigan,2006,Total Property,Total Property Stolen & Recovered,7907,19689,"39,31,00,083.60","1,07,36,65,861.40"
Missouri,2006,Total Property,Total Property Stolen & Recovered,3149,8979,"14,72,16,552.00","1,58,56,63,895.20"
Arizona,2006,Total Property,Total Property Stolen & Recovered,12,16,"1,33,440.00","4,13,930.00"
Alaska,2006,Total Property,Total Property Stolen & Recovered,13131,30263,"38,85,09,804.00","1,22,38,08,356.10"
Arkansas,2006,Total Property,Total Property Stolen & Recovered,24664,59503,"1,24,63,53,756.00","7,97,22,41,963.40"
Ohio,2006,Total Property,Total Property Stolen & Recovered,37,457,"16,71,606.00","6,10,11,056.70"
West Virginia,2006,Total Property,Total Property Stolen & Recovered,164,644,"78,08,230.80","5,09,89,032.60"
Utah,2006,Total Property,Total Property Stolen & Recovered,913,1023,"1,29,92,966.40","5,62,24,337.40"
North Dakota,2006,Total Property,Total Property Stolen & Recovered,200,434,"1,25,76,992.40","19,66,49,169.20"
Louisiana,2006,Total Property,Total Property Stolen & Recovered,6046,9745,"16,42,67,070.00","45,12,91,148.00"
Pennsylvania,2006,Total Property,Total Property Stolen & Recovered,354,558,"2,67,08,844.00","3,13,45,609.90"
Oregon,2006,Total Property,Total Property Stolen & Recovered,4078,6280,"33,23,75,850.00","61,62,41,588.60"
Vermont,2006,Total Property,Total Property Stolen & Recovered,7336,19230,"54,56,58,793.20","88,56,25,330.70"
Guam,2006,Total Property,Total Property Stolen & Recovered,62,184,"33,62,640.00","1,02,45,855.40"
Wisconsin,2006,Total Property,Total Property Stolen & Recovered,15932,15119,"42,89,82,854.40","53,74,53,804.80"
Oklahoma,2006,Total Property,Total Property Stolen & Recovered,233,763,"76,61,607.60","3,06,57,968.00"
District of Columbia,2006,Total Property,Total Property Stolen & Recovered,8296,20268,"1,20,07,00,610.40","1,19,60,68,270.10"
Texas,2006,Total Property,Total Property Stolen & Recovered,737,1634,"2,46,84,480.00","7,69,52,308.40"
New Mexico,2006,Total Property,Total Property Stolen & Recovered,3672,13363,"14,55,86,956.80","64,54,26,922.80"
Nevada,2007,Total Property,Total Property Stolen & Recovered,64,190,"31,52,899.20","1,13,81,101.60"
Montana,2007,Total Property,Total Property Stolen & Recovered,18101,27828,"55,59,51,487.20","1,04,07,60,046.70"
Maryland,2007,Total Property,Total Property Stolen & Recovered,394,762,"2,35,46,604.00","10,85,83,143.90"
Delaware,2007,Total Property,Total Property Stolen & Recovered,3475,15138,"6,94,02,186.00","24,34,91,466.90"
Florida,2007,Total Property,Total Property Stolen & Recovered,2834,16570,"6,38,65,185.60","36,06,15,874.30"
Colorado,2007,Total Property,Total Property Stolen & Recovered,824,1871,"3,65,10,252.00","10,97,49,427.70"
South Dakota,2007,Total Property,Total Property Stolen & Recovered,3677,8361,"17,07,62,683.20","37,91,33,576.80"
California,2007,Total Property,Total Property Stolen & Recovered,64,124,"4,67,09,772.00","7,53,24,285.30"
Hawaii,2007,Total Property,Total Property Stolen & Recovered,16,89,"73,47,300.00","3,53,14,691.50"
New York,2007,Total Property,Total Property Stolen & Recovered,8618,20156,"12,09,53,656.80","2,03,45,71,357.50"
Idaho,2007,Total Property,Total Property Stolen & Recovered,242,718,"2,05,76,728.80","14,22,73,292.70"
Minnesota,2007,Total Property,Total Property Stolen & Recovered,8910,22159,"48,30,62,984.40","1,86,23,66,162.80"
Georgia,2007,Total Property,Total Property Stolen & Recovered,8053,14906,"60,44,59,660.80","97,87,74,981.80"
Kansas,2007,Total Property,Total Property Stolen & Recovered,568,1797,"5,31,80,071.20","17,51,57,968.70"
Indiana,2007,Total Property,Total Property Stolen & Recovered,1292,3237,"9,15,43,754.40","22,60,88,684.80"
South Carolina,2007,Total Property,Total Property Stolen & Recovered,1614,8708,"4,44,90,510.00","25,15,08,821.30"
Michigan,2007,Total Property,Total Property Stolen & Recovered,9618,18811,"40,10,47,915.20","1,36,25,59,861.30"
Missouri,2007,Total Property,Total Property Stolen & Recovered,3838,10997,"15,92,41,189.20","1,69,23,25,136.70"
Alaska,2007,Total Property,Total Property Stolen & Recovered,13330,31394,"50,96,40,780.00","1,05,55,32,325.10"
Arkansas,2007,Total Property,Total Property Stolen & Recovered,25608,61123,"1,75,44,65,420.40","11,24,69,38,762.40"
Ohio,2007,Total Property,Total Property Stolen & Recovered,24,759,"13,51,092.00","12,58,33,198.70"
West Virginia,2007,Total Property,Total Property Stolen & Recovered,338,733,"1,00,44,428.40","3,66,84,659.00"
Utah,2007,Total Property,Total Property Stolen & Recovered,969,1089,"3,51,32,908.80","6,36,27,048.10"
North Dakota,2007,Total Property,Total Property Stolen & Recovered,118,490,"1,59,57,564.00","5,70,69,476.20"
Louisiana,2007,Total Property,Total Property Stolen & Recovered,5780,11003,"15,11,75,066.40","53,45,14,726.90"
Pennsylvania,2007,Total Property,Total Property Stolen & Recovered,427,757,"1,50,80,200.80","3,24,77,425.20"
Oregon,2007,Total Property,Total Property Stolen & Recovered,5206,7831,"53,79,84,650.40","91,39,75,194.00"
Vermont,2007,Total Property,Total Property Stolen & Recovered,7880,21266,"68,07,76,024.80","1,08,13,21,333.40"
Guam,2007,Total Property,Total Property Stolen & Recovered,74,182,"39,72,816.00","1,17,40,859.90"
Wisconsin,2007,Total Property,Total Property Stolen & Recovered,15681,15194,"59,46,32,413.20","74,85,67,194.10"
Oklahoma,2007,Total Property,Total Property Stolen & Recovered,135,632,"60,18,390.00","5,65,13,895.90"
District of Columbia,2007,Total Property,Total Property Stolen & Recovered,9249,22829,"87,99,35,107.20","1,38,57,61,549.70"
Texas,2007,Total Property,Total Property Stolen & Recovered,796,1857,"3,99,38,455.20","11,41,31,477.90"
New Mexico,2007,Total Property,Total Property Stolen & Recovered,3639,14685,"16,65,89,392.80","93,29,99,125.30"
Nevada,2008,Total Property,Total Property Stolen & Recovered,114,197,"46,53,666.00","1,38,76,145.80"
Montana,2008,Total Property,Total Property Stolen & Recovered,18639,29106,"67,23,85,057.20","1,32,89,30,880.20"
